Marca;Modelo;ene-23;feb-23;mar-23;abr-23;may-23;jun-23;jul-23;ago-23;sep-23;oct-23;nov-23;dic-23;ene-24;feb-24;mar-24;Total
YAMAHA;        YAMAHA XTZ 150;3;5;6;4;2;2;2;0;1;2;1;0;1;0;1;30
YAMAHA;        YAMAHA SZ 15 RR;4;1;2;3;3;0;0;0;1;0;0;1;0;0;0;15
YAMAHA;        YAMAHA YFM 700 R;0;9;4;0;0;0;0;0;0;0;0;0;0;0;0;13
YAMAHA;        YAMAHA FZ-X;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;11
YAMAHA;        YAMAHA FZ-S FI;1;1;0;1;1;0;0;2;1;1;0;0;0;0;0;8
YAMAHA;        YAMAHA XTZ 250;3;0;0;0;0;0;2;0;0;0;0;1;0;0;0;6
YAMAHA;        YAMAHA YZF-R3A;0;0;0;2;0;0;0;0;1;1;0;0;0;1;1;6
YAMAHA;        YAMAHA YZ 250 F;0;0;0;0;1;0;0;0;0;2;2;0;0;0;0;5
YAMAHA;        YAMAHA YZ 250;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;3
YAMAHA;        YAMAHA RX 100;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;3
YAMAHA;        YAMAHA SUPER TENERE;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
YAMAHA;        YAMAHA RD 400;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
YAMAHA;        YAMAHA RX 125;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
YAMAHA;        YAMAHA DT 125;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
YAMAHA;        YAMAHA YBR 125;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
YAMAHA;        YAMAHA YZ 250 F;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
YAMAHA;        YAMAHA AXIS 90;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
YAMAHA;        YAMAHA V80 (MATE);0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
YAMAHA;        YAMAHA YFB250;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
YAMAHA;        YAMAHA YZ 450 FX;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
YAMAHA;        YAMAHA YZ 125;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
YAMAHA;        YAMAHA DT 175;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
YAMAHA;        YAMAHA CRYPTON;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
YAMAHA;        YAMAHA TTR110E;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
YAMAHA;        YAMAHA YZF-R6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
BENELLI;        BENELLI TNT 15;114;134;119;83;56;46;65;98;97;109;89;106;68;51;58;1.293
BENELLI;        BENELLI TRK 502 X;125;71;128;69;79;63;53;63;114;105;66;38;58;40;47;1.119
BENELLI;        BENELLI 302 S;110;91;119;68;77;83;79;86;55;72;82;46;49;49;27;1.093
BENELLI;        BENELLI 180 S;72;70;104;91;57;56;59;101;71;87;86;53;72;63;28;1.070
BENELLI;        BENELLI TRK 502;80;62;87;37;46;57;25;44;87;89;69;44;39;40;27;833
BENELLI;        BENELLI TRK 251;74;52;64;81;55;39;36;47;45;70;86;36;42;25;29;781
BENELLI;        BENELLI LEONCINO 250;29;24;40;29;34;29;15;28;14;35;42;24;15;15;7;380
BENELLI;        BENELLI TNT 600;16;21;22;16;15;20;16;21;18;29;22;4;15;6;4;245
BENELLI;        BENELLI 752S;21;23;21;14;16;13;18;19;30;18;18;5;7;3;1;227
BENELLI;        BENELLI LEONCINO 500;20;14;19;18;17;10;14;19;20;23;14;7;7;6;8;216
BENELLI;        BENELLI 502C;18;12;18;19;16;23;6;6;10;16;13;5;5;3;1;171
BENELLI;        BENELLI IMPERIALE 400;20;7;13;18;16;19;4;10;16;7;13;8;4;6;3;164
BENELLI;        BENELLI TNT 25;0;1;1;0;0;3;4;12;12;28;22;17;24;19;11;154
BENELLI;        BENELLI TNT 135;4;2;5;0;0;0;0;0;1;3;1;0;0;1;0;17
BENELLI;        BENELLI 302 R;1;1;1;2;3;0;2;1;0;1;0;0;1;0;0;13
BENELLI;        BENELLI TNT 600 GT;3;0;0;0;1;0;0;2;1;0;0;0;0;0;0;7
BENELLI;        BENELLI TNT 300;0;1;1;2;1;1;0;0;0;1;0;0;0;0;0;7
BENELLI;        BENELLI ZAFFERANO 250;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
BENELLI;        BENELLI CAFFENERO 150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
ROYAL ENFIELD;        ROYAL ENFIELD HIMALAYAN 411;180;90;138;160;219;99;110;141;63;54;22;55;4;14;33;1.382
ROYAL ENFIELD;        ROYAL ENFIELD INTERCEPTOR 650;127;107;192;130;160;149;94;63;9;96;89;55;43;37;27;1.378
ROYAL ENFIELD;        ROYAL ENFIELD METEOR 350;114;63;55;86;104;59;108;89;109;98;79;48;75;46;49;1.182
ROYAL ENFIELD;        ROYAL ENFIELD HUNTER 350;0;0;0;6;69;95;138;142;104;150;120;65;68;58;53;1.068
ROYAL ENFIELD;        ROYAL ENFIELD CLASSIC 350;76;58;98;79;59;75;53;120;48;38;45;23;31;28;22;853
ROYAL ENFIELD;        ROYAL ENFIELD SCRAM;67;39;40;67;39;71;59;106;60;92;47;35;40;32;32;826
ROYAL ENFIELD;        ROYAL ENFIELD SUPER METEOR 650;0;0;0;0;0;0;0;0;104;59;73;58;81;41;32;448
ROYAL ENFIELD;        ROYAL ENFIELD CONTINENTAL 650;19;5;3;17;23;21;14;7;3;8;26;8;8;13;10;185
KTM;        KTM DUKE 200;135;114;145;191;233;101;178;195;124;140;84;78;167;207;68;2.160
KTM;        KTM 390 ADVENTURE;77;63;122;108;148;112;77;102;63;83;27;13;34;38;43;1.110
KTM;        KTM DUKE 390;33;12;20;23;37;26;44;68;24;49;13;8;14;14;16;401
KTM;        KTM DUKE 250;37;23;47;34;25;28;23;27;14;21;45;21;21;12;4;382
KTM;        KTM 790 ADVENTURE R;14;16;12;10;16;20;11;25;23;24;0;6;20;11;8;216
KTM;        KTM 250 ADVENTURE;16;15;16;7;8;8;10;20;21;34;12;15;9;8;5;204
KTM;        KTM 790 ADVENTURE;15;14;11;1;6;6;17;16;8;14;13;3;29;16;8;177
KTM;        KTM DUKE 200 G2;10;10;8;7;10;2;16;13;7;10;8;3;2;1;4;111
KTM;        KTM RC 200;9;1;3;12;17;10;12;15;7;8;4;3;3;3;2;109
KTM;        KTM KTM 350 EXC-F;0;2;1;1;3;4;3;4;1;9;15;2;5;4;5;59
KTM;        KTM 1290 SUPER ADVENTURE R;0;0;0;0;0;1;6;7;4;10;4;1;2;16;4;55
KTM;        KTM RC 390 G2;7;5;3;4;8;8;5;3;4;1;1;2;2;1;0;54
KTM;        KTM SX-F 350;0;0;3;4;1;0;6;5;4;5;2;3;2;0;2;37
KTM;        KTM 1290 SUPER ADVENTURE S;2;0;3;3;5;2;2;0;0;0;3;1;3;4;0;28
KTM;        KTM 790 ADVENTURE R;0;0;0;0;0;0;0;0;0;0;23;0;0;0;0;23
KTM;        KTM 690 ENDURO R;0;0;0;0;5;6;2;1;0;0;1;0;0;0;0;15
KTM;        KTM ADVENTURE 890 R;0;0;0;0;0;0;0;0;0;0;0;0;6;3;5;14
KTM;        KTM 350 EXC-F;1;1;1;1;1;2;0;3;1;2;0;0;0;0;0;13
KTM;        KTM 250 SX-F;1;0;0;0;1;1;0;0;1;0;0;2;0;1;0;7
KTM;        KTM 65 SX;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;3
KTM;        KTM 450 SX-F;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;3
KTM;        KTM 85 SX;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;3
KTM;        KTM 350 XC-F;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;2
KTM;        KTM 300 XC;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;2
KTM;        KTM 250 EXC-F SIX DAYS;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;2
KTM;        KTM 1090 ADVENTURE R;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
KTM;        KTM 250 XC;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
KTM;        KTM 250 EXC-F;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
KTM;        KTM 300 EXC TPI;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
KTM;        KTM 350 SX-F;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
KTM;        KTM 500 EXC-F 510;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
KTM;        KTM 300 EXC;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
KTM;        KTM 350 EXC-F SIX DAYS;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
KTM;        KTM RC 390;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
KTM;        KTM 450 EXC-F SIX DAYS;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
KTM;        KTM 50 SX;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
KTM;        KTM 300 XC W;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
KTM;        KTM 450 SX-F;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
KTM;        KTM SX-E 5 (ELECTRICA);0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
KTM;        KTM 300 EXC SIX DAYS;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
KAWASAKI;        KAWASAKI VERSYS X 300 ABS;97;65;124;120;118;78;55;0;71;90;56;23;52;40;31;1.020
KAWASAKI;        KAWASAKI KLR 650;58;51;53;43;25;27;42;51;40;115;198;65;61;22;0;851
KAWASAKI;        KAWASAKI Z 400 ABS;63;57;68;73;62;43;38;78;64;71;61;19;40;21;27;785
KAWASAKI;        KAWASAKI KLX 300;0;0;0;0;0;0;0;0;0;0;0;32;126;81;124;363
KAWASAKI;        KAWASAKI VERSYS 650 ABS;46;20;34;24;30;25;31;23;24;25;16;8;19;14;10;349
KAWASAKI;        KAWASAKI NINJA 400 ABS;28;21;26;23;24;21;18;22;19;24;16;6;12;3;4;267
KAWASAKI;        KAWASAKI VERSYS X 300 ABS;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;100
KAWASAKI;        KAWASAKI Z 900 ABS;0;0;0;14;0;0;0;41;0;17;19;7;0;0;0;98
KAWASAKI;        KAWASAKI Z 900 ABS;0;0;0;0;0;0;0;0;27;0;0;0;40;11;0;78
KAWASAKI;        KAWASAKI Z 650 ABS;0;0;0;0;0;0;0;15;21;0;13;11;0;0;6;66
KAWASAKI;        KAWASAKI BRUTE FORCE 300;0;3;20;3;2;1;10;12;2;3;1;1;2;1;3;64
KAWASAKI;        KAWASAKI Z 650 ABS;4;3;10;9;3;3;6;0;0;0;0;0;0;0;0;38
KAWASAKI;        KAWASAKI NINJA ZX-10R ABS;4;4;4;4;1;3;3;7;3;1;1;0;0;1;0;36
KAWASAKI;        KAWASAKI Z 900 ABS;0;0;0;0;16;18;0;0;0;0;0;0;0;0;0;34
KAWASAKI;        KAWASAKI KLR 650;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;34
KAWASAKI;        KAWASAKI Z 650 ABS;0;0;0;0;0;0;0;0;0;10;0;0;12;8;0;30
KAWASAKI;        KAWASAKI Z 900 ABS;0;0;12;0;0;0;15;0;0;0;0;0;0;0;0;27
KAWASAKI;        KAWASAKI KLX 300R;0;0;0;0;0;0;0;0;0;0;0;2;13;4;0;19
KAWASAKI;        KAWASAKI KX250F;1;2;3;1;1;0;1;1;1;2;0;1;1;0;1;16
KAWASAKI;        KAWASAKI VERSYS 1000 ABS;1;0;2;1;1;1;0;0;0;1;2;5;1;1;0;16
KAWASAKI;        KAWASAKI Z 900 ABS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;14
KAWASAKI;        KAWASAKI VULCAN 650 S ABS;0;0;0;1;0;1;2;0;1;2;3;1;0;0;2;13
KAWASAKI;        KAWASAKI NINJA 650 ABS;5;2;1;0;0;0;1;0;1;0;0;0;0;0;0;10
KAWASAKI;        KAWASAKI KX 250;0;1;0;0;0;0;0;0;0;1;2;1;0;1;2;8
KAWASAKI;        KAWASAKI Z 900 ABS;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;7
KAWASAKI;        KAWASAKI KX450F;1;2;0;0;0;0;0;1;0;0;0;1;0;0;1;6
KAWASAKI;        KAWASAKI NINJA 1000;1;1;0;0;2;0;0;0;0;1;0;0;0;0;1;6
KAWASAKI;        KAWASAKI NINJA 400;1;1;1;0;1;0;1;0;0;0;0;0;0;0;0;5
KAWASAKI;        KAWASAKI KX85;0;1;1;0;0;0;0;1;0;0;0;1;0;0;0;4
KAWASAKI;        KAWASAKI NINJA ZX-14R ABS;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;3
KAWASAKI;        KAWASAKI VULCAN 900 CUSTOM;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;2
KAWASAKI;        KAWASAKI NINJA 1000 SX;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;2
KAWASAKI;        KAWASAKI NINJA ZX6 R ABS;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;2
KAWASAKI;        KAWASAKI KX65;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2
KAWASAKI;        KAWASAKI BAYON 220;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
KAWASAKI;        KAWASAKI GPZ 250R;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
KAWASAKI;        KAWASAKI AN110B;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
KAWASAKI;        KAWASAKI KMX 125;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
KAWASAKI;        KAWASAKI KX250;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
KAWASAKI;        KAWASAKI AN110C;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
SUZUKI;        SUZUKI AX 100;223;0;0;208;185;116;161;199;165;194;0;166;162;137;99;2.015
SUZUKI;        SUZUKI GN 125-F;71;47;72;63;55;46;60;54;61;98;85;65;62;97;56;992
SUZUKI;        SUZUKI AX 100;0;193;286;0;0;0;0;0;0;0;143;0;0;0;0;622
SUZUKI;        SUZUKI GSX 125 R;0;0;0;0;0;1;6;10;12;31;31;27;30;14;19;181
SUZUKI;        SUZUKI DL650;17;3;6;2;13;5;6;6;5;3;4;3;1;8;11;93
SUZUKI;        SUZUKI DR650SE;0;0;0;0;0;0;0;0;0;0;0;0;9;22;31;62
SUZUKI;        SUZUKI DL1050RC;2;1;5;4;0;1;2;0;0;1;1;1;2;1;3;24
SUZUKI;        SUZUKI GSX 750;1;0;1;1;0;5;0;1;3;0;1;1;1;0;1;16
SUZUKI;        SUZUKI GSX R1000RA;0;0;0;0;0;4;3;1;2;0;0;1;2;1;1;15
SUZUKI;        SUZUKI RM-Z450;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;3
SUZUKI;        SUZUKI GIXXER;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2
SUZUKI;        SUZUKI LT 50;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
SUZUKI;        SUZUKI AX-100;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
SUZUKI;        SUZUKI FZ 50;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
SUZUKI;        SUZUKI TS 185 ER;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
SUZUKI;        SUZUKI FD110D;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
SUZUKI;        SUZUKI RMZ450;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
KYMCO;        KYMCO AGILITY 125;93;82;102;93;115;51;63;31;49;85;80;56;65;38;43;1.046
KYMCO;        KYMCO X-TOWN 250I;40;39;32;28;85;39;23;58;46;48;75;28;53;50;23;667
KYMCO;        KYMCO LIKE 125;15;14;38;35;50;50;27;55;46;56;65;36;49;51;32;619
KYMCO;        KYMCO DOWNTOWN 350I ABS;33;11;24;45;69;39;40;36;33;73;42;13;28;30;18;534
KYMCO;        KYMCO AGILITY 200I;32;22;22;14;28;15;45;41;23;27;29;12;9;8;3;330
KYMCO;        KYMCO AGILITY RS 125 NAKED;21;21;33;30;25;16;12;16;17;14;17;15;12;8;6;263
KYMCO;        KYMCO XCITING S 400I;1;0;0;0;0;0;0;5;18;16;24;8;25;8;5;110
KYMCO;        KYMCO PEOPLE S 150I;9;5;10;4;11;7;0;10;9;10;8;2;8;10;6;109
KYMCO;        KYMCO LIKE 200I;9;6;9;5;5;2;3;7;6;6;6;3;2;1;0;70
KYMCO;        KYMCO LIKE 150I;5;1;2;3;3;0;1;0;0;0;0;0;0;1;0;16
KYMCO;        KYMCO PEOPLE 50;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
CFMOTO;        CFMOTO 650MT;59;57;67;87;67;63;57;150;131;156;103;41;56;54;51;1.199
CFMOTO;        CFMOTO 800MT TOURING;0;0;20;59;110;78;67;88;60;101;66;21;35;32;27;764
CFMOTO;        CFMOTO 400 NK;39;44;60;56;35;8;15;72;61;69;39;10;13;21;23;565
CFMOTO;        CFMOTO 300NK;20;29;43;27;28;16;22;58;59;65;27;13;25;16;11;459
CFMOTO;        CFMOTO 650GT;15;12;9;9;12;7;8;9;10;20;9;0;10;12;10;152
CFMOTO;        CFMOTO ATV CFORCE 400;5;6;5;8;9;4;15;7;4;12;2;9;2;1;0;89
CFMOTO;        CFMOTO ATV CFORCE 625;11;4;13;2;3;2;13;1;1;2;3;4;2;1;0;62
CFMOTO;        CFMOTO 650 NK;0;9;9;5;1;1;1;1;1;15;3;3;1;6;3;59
CFMOTO;        CFMOTO 700CL-X HERITAGE;0;0;0;0;1;1;4;7;8;8;7;3;5;8;6;58
CFMOTO;        CFMOTO 700CL-X ADV;0;0;0;0;0;0;0;0;2;15;16;0;8;10;6;57
CFMOTO;        CFMOTO 450SR;0;0;0;0;0;0;0;0;0;0;0;1;27;8;11;47
CFMOTO;        CFMOTO ZFORCE 1000 SPORT;2;3;4;2;4;4;4;2;2;3;4;5;0;1;1;41
CFMOTO;        CFMOTO ATV CFORCE 1000;3;5;6;2;1;3;1;3;6;2;2;0;1;1;0;36
CFMOTO;        CFMOTO 700MT;0;0;0;0;0;0;0;0;0;0;0;0;0;24;9;33
CFMOTO;        CFMOTO 300CL-X;0;0;0;0;0;0;0;0;0;0;0;0;9;14;7;30
CFMOTO;        CFMOTO 700CL-X;0;0;3;6;2;6;2;3;5;1;0;0;1;0;0;29
CFMOTO;        CFMOTO ZFORCE 800 EX;1;0;2;3;1;0;1;2;2;1;0;3;1;0;0;17
CFMOTO;        CFMOTO 700CL-X SPORT;0;0;0;0;0;0;0;0;0;0;0;0;6;3;5;14
CFMOTO;        CFMOTO ATV CFORCE 110;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;6
CFMOTO;        CFMOTO CFORCE 1000;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;2
CFMOTO;        CFMOTO CF250-A;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
CFMOTO;        CFMOTO 300SR;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
CFMOTO;        CFMOTO UFORCE 1000 XL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
HUSQVARNA;        HUSQVARNA SVARTPILEN 200;22;16;19;17;32;24;20;34;50;47;51;33;25;21;14;425
HUSQVARNA;        HUSQVARNA SVARTPILEN 401;21;7;31;21;28;14;14;39;53;33;28;23;4;6;3;325
HUSQVARNA;        HUSQVARNA NORDEN 901;2;1;12;9;12;19;12;16;13;13;10;1;9;8;5;142
HUSQVARNA;        HUSQVARNA TE 300I;3;2;5;5;5;2;5;2;3;4;7;2;5;6;3;59
HUSQVARNA;        HUSQVARNA VITPILEN 401;3;3;5;3;2;3;0;1;0;1;0;0;0;0;0;21
HUSQVARNA;        HUSQVARNA 701 ENDURO;5;0;0;1;0;0;0;0;0;0;0;1;1;0;1;9
HUSQVARNA;        HUSQVARNA FE 350;0;0;2;0;2;0;0;0;0;0;0;1;0;0;0;5
HUSQVARNA;        HUSQVARNA FC 250;1;0;0;0;0;0;1;0;0;0;1;1;0;0;0;4
HUSQVARNA;        HUSQVARNA FC 350;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2
HUSQVARNA;        HUSQVARNA TE 250 I;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2
HUSQVARNA;        HUSQVARNA TC 125;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;2
HUSQVARNA;        HUSQVARNA VITPLEN 701;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;2
HUSQVARNA;        HUSQVARNA TC 85;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;2
HUSQVARNA;        HUSQVARNA EE 5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
HUSQVARNA;        HUSQVARNA TC 65;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
HUSQVARNA;        HUSQVARNA SVARTPILEN 701;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
HUSQVARNA;        HUSQVARNA 701 SUPERMOTO;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
HUSQVARNA;        HUSQVARNA FC 450;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
HUSQVARNA;        HUSQVARNA FE 501;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
HUSQVARNA;        HUSQVARNA 701 SUPERMOTO;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
BMW;        BMW F 850 GS;0;0;0;0;0;84;6;0;44;90;0;0;0;54;55;333
BMW;        BMW R 1250 GS ADVENTURE;1;0;2;0;10;9;11;15;11;10;3;10;9;6;9;106
BMW;        BMW F 750 GS;0;0;0;1;0;1;0;2;5;15;15;16;23;6;11;95
BMW;        BMW F 850 GS;0;0;0;0;3;0;0;5;0;0;11;50;8;0;0;77
BMW;        BMW R 1250 GS;0;0;0;0;10;7;11;3;6;10;10;3;0;6;4;70
BMW;        BMW S 1000 RR;0;0;2;0;1;2;2;1;4;5;2;4;5;2;0;30
BMW;        BMW S 1000 XR;1;1;1;0;2;0;3;2;3;2;2;0;1;0;0;18
BMW;        BMW R 18;0;1;0;0;0;0;0;4;0;0;1;1;1;0;1;9
BMW;        BMW R 18 TRANSCONTINENTAL;0;0;0;0;0;0;0;0;0;0;1;2;5;0;0;8
BMW;        BMW R 1250 GS;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;7
BMW;        BMW R 1250 GS;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;6
BMW;        BMW R 1250 RT;0;0;0;0;0;2;0;1;1;0;0;0;0;0;0;4
BMW;        BMW R 1250 GS;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;3
BMW;        BMW R NINE T;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;2
BMW;        BMW R 1200 NINE T SCRAMBLER;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;2
BMW;        BMW R 18;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2
BMW;        BMW R100RS;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
BMW;        BMW C400 GT;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
BMW;        BMW F 850 GS ADVENTURE;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
BMW;        BMW R 18 CLASSIC;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
DUCATI;        DUCATI SCRAMBLER ICON DARK;0;3;7;15;30;32;35;36;21;12;6;3;2;0;0;202
DUCATI;        DUCATI SCRAMBLER ICON;0;0;15;26;19;18;20;19;9;26;19;13;8;2;1;195
DUCATI;        DUCATI MULTISTRADA V2 S;0;0;0;0;0;0;0;0;0;4;23;8;22;12;8;77
DUCATI;        DUCATI SCRAMBLER 800 ICON DARK;0;2;10;16;4;1;3;0;1;1;2;1;0;0;0;41
DUCATI;        DUCATI MULTISTRADA 950 S;2;2;6;1;11;3;6;2;1;3;0;0;0;2;0;39
DUCATI;        DUCATI MULTISTRADA V2;0;0;0;0;0;0;0;0;0;0;3;6;16;5;6;36
DUCATI;        DUCATI SCRAMBLER 800 ICON;0;7;6;2;0;3;0;0;0;0;0;2;0;1;1;22
DUCATI;        DUCATI SCRAMBLER 400 SIXTY 2;1;1;1;0;0;1;0;4;3;2;0;2;0;0;0;15
DUCATI;        DUCATI MULTISTRADA V4 S RADAR;0;0;0;0;0;0;0;0;0;0;0;0;3;11;1;15
DUCATI;        DUCATI MULTISTRADA 950;0;0;2;2;2;0;1;0;1;0;1;0;0;0;0;9
DUCATI;        DUCATI PANIGALE V2;0;0;1;2;0;1;0;1;1;1;1;0;0;0;0;8
DUCATI;        DUCATI MULTISTRADA V4 S;0;0;0;0;0;0;0;0;0;0;0;0;3;1;3;7
DUCATI;        DUCATI MONSTER 797;1;0;1;0;0;0;0;0;2;0;0;1;1;0;0;6
DUCATI;        DUCATI HYPERMOTARD 950;0;0;0;0;0;0;1;0;0;1;3;0;0;0;0;5
DUCATI;        DUCATI SCRAMBLER 1100 SPORT PRO;0;0;0;0;0;0;0;0;0;2;1;2;0;0;0;5
DUCATI;        DUCATI HYPERMOTARD 950 SP;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;4
DUCATI;        DUCATI PANIGALE V4S;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;3
DUCATI;        DUCATI SCRAMBLER 1100 DARK PRO;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;3
DUCATI;        DUCATI MONSTER 821;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;2
DUCATI;        DUCATI PANIGALE V4S;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;2
DUCATI;        DUCATI 65CC;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
DUCATI;        DUCATI MONSTER 821 STEALTH;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
DUCATI;        DUCATI MULTISTRADA 1260 ENDURO;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
DUCATI;        DUCATI STREETFIGHTER V4 S;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
DUCATI;        DUCATI MONSTER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
DUCATI;        DUCATI MULTISTRADA V4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
APRILIA;        APRILIA APRILIA SR 160;46;51;40;56;77;47;30;42;22;45;45;36;30;20;10;597
APRILIA;        APRILIA TUAREG 660;4;1;10;5;1;3;1;0;0;2;1;0;4;4;3;39
APRILIA;        APRILIA RS 660;1;0;0;1;2;1;1;1;0;0;0;0;0;1;0;8
APRILIA;        APRILIA SHIVER 900;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
PIAGGIO;        PIAGGIO VESPA VXL 150;0;0;0;0;0;0;0;0;0;0;0;117;172;81;81;451
PIAGGIO;        PIAGGIO VESPA GTS 300;12;5;9;12;12;16;13;16;6;3;10;6;9;8;8;145
PIAGGIO;        PIAGGIO SALUTE;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
PIAGGIO;        PIAGGIO VESPA VBA1M;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
